Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Blake Hardwick,8,27,11,20.2,0.0,0.0,0.2,80,60,20,0,0,0
Cam Mackenzie,6,20,5,13.6,0.0,0.6,0.0,60,20,0,0,0,0
Chad Wingard,6,17,3,11.2,0.2,0.6,1.2,40,0,0,20,0,0
Changkuoth Jiath,7,21,11,16.8,0.0,0.0,0.6,80,40,0,0,0,0
Connor Macdonald,7,17,12,14.4,0.6,1.2,1.0,60,0,0,60,0,0
Conor Nash,8,31,10,24.2,0.2,0.2,0.6,80,80,80,20,0,0
Denver Grainger Barras,2,9,3,6.0,0.0,0.0,0.5,0,0,0,0,0,0
Dylan Moore,8,23,15,18.6,0.2,1.0,1.6,100,20,0,20,0,0
Fergus Greene,8,10,4,7.4,1.6,0.0,0.4,0,0,0,60,60,40
Finn Maginness,4,12,10,10.75,0.0,0.25,0.25,0,0,0,0,0,0
Harry Morrison,6,24,17,19.0,0.0,0.2,0.6,100,20,0,0,0,0
Jack Scrimshaw,5,25,7,13.2,0.6,0.0,0.4,40,20,20,60,0,0
Jacob Koschitzke,2,11,4,7.5,0.0,1.0,1.5,0,0,0,0,0,0
Jai Newcombe,8,31,15,23.2,0.8,0.4,1.8,100,80,40,60,20,0
James Blanck,2,7,6,6.5,0.0,0.0,0.5,0,0,0,0,0,0
James Sicily,8,27,14,21.6,0.4,0.2,0.4,80,80,40,40,0,0
James Worpel,8,35,18,24.8,0.4,0.0,1.0,100,80,60,40,0,0
Jarman Impey,8,24,14,19.4,0.0,0.2,1.0,80,60,0,0,0,0
Josh Ward,7,27,15,21.0,0.0,0.2,1.0,100,80,20,0,0,0
Josh Weddle,2,12,8,10.0,0.0,0.0,0.0,0,0,0,0,0,0
Karl Amon,8,25,18,20.6,0.8,0.2,0.2,100,60,20,60,20,0
Lachlan Bramble,4,22,7,14.0,0.0,0.0,0.75,50,25,0,0,0,0
Lloyd Meek,6,12,8,9.8,0.2,0.4,1.2,0,0,0,20,0,0
Luke Breust,7,16,7,10.8,1.4,1.2,1.2,20,0,0,60,40,40
Max Lynch,1,2,2,2.0,0.0,0.0,0.0,0,0,0,0,0,0
Max Ramsden,1,6,6,6.0,0.0,0.0,0.0,0,0,0,0,0,0
Mitch Lewis,2,16,11,13.5,1.5,2.0,0.5,50,0,0,100,50,0
Ned Long,2,10,9,9.5,0.5,0.5,0.0,0,0,0,50,0,0
Ned Reeves,8,15,3,8.0,0.2,0.2,0.6,20,0,0,20,0,0
Sam Frost,8,20,11,15.6,0.0,0.0,0.2,60,20,0,0,0,0
Seamus Mitchell,4,17,11,14.25,0.0,0.25,0.0,50,0,0,0,0,0
Tyler Brockman,6,16,5,10.2,0.6,0.4,0.2,20,0,0,40,20,0
Will Day,6,30,22,26.6,0.4,0.2,1.4,100,100,80,40,0,0
