Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Adam Tomlinson,3,19,13,16.33,0.0,0.0,0.67,67,0,0,0,0,0
Alex Neal Bullen,8,19,8,14.38,1.0,0.5,1.0,62,0,0,100,0,0
Angus Brayshaw,8,29,12,21.25,0.0,0.12,0.62,88,62,25,0,0,0
Bailey Laurie,2,4,4,4.0,0.0,0.0,0.0,0,0,0,0,0,0
Bayley Fritsch,7,17,7,11.14,2.29,1.0,0.71,14,0,0,86,71,57
Ben Brown,3,15,2,10.67,3.0,0.33,0.67,67,0,0,100,67,67
Brodie Grundy,8,22,6,16.12,0.62,0.12,2.5,75,25,0,38,25,0
Charlie Spargo,5,15,1,8.8,1.2,0.2,0.6,20,0,0,60,60,0
Christian Petracca,8,35,24,28.75,1.12,0.88,1.12,100,100,88,62,25,25
Clayton Oliver,8,41,25,33.25,0.5,0.12,1.38,100,100,100,38,12,0
Daniel Turner,1,9,9,9.0,0.0,0.0,1.0,0,0,0,0,0,0
Ed Langdon,8,24,12,19.25,0.12,0.75,0.38,75,62,0,12,0,0
Harrison Petty,7,17,8,11.29,0.29,0.14,0.71,14,0,0,29,0,0
Jack Viney,7,30,19,23.0,0.43,0.29,2.0,100,71,29,43,0,0
Jacob van Rooyen,6,9,5,7.67,1.83,0.33,1.33,0,0,0,100,50,33
Jake Bowey,8,22,13,17.0,0.25,0.0,0.62,88,12,0,25,0,0
Jake Lever,7,21,10,16.0,0.0,0.0,0.86,57,43,0,0,0,0
Jake Melksham,4,10,2,5.25,1.0,0.5,0.0,0,0,0,75,25,0
James Harmes,4,15,3,8.5,0.0,0.25,0.0,25,0,0,0,0,0
James Jordon,6,22,6,15.17,0.67,0.33,1.17,67,33,0,67,0,0
Josh Schache,1,9,9,9.0,1.0,0.0,1.0,0,0,0,100,0,0
Judd McVee,8,18,8,13.88,0.0,0.0,0.5,38,0,0,0,0,0
Kade Chandler,8,21,9,13.12,1.75,0.25,0.38,38,12,0,100,38,38
Kysaiah Pickett,6,19,8,12.83,2.33,1.5,0.83,50,0,0,100,83,33
Lachie Hunter,8,27,12,21.12,0.38,0.0,1.38,88,88,12,25,12,0
Max Gawn,5,21,1,13.6,1.0,0.8,1.0,60,20,0,60,40,0
Michael Hibberd,4,23,8,14.75,0.0,0.0,0.5,50,25,0,0,0,0
Steven May,6,22,13,16.83,0.0,0.0,1.17,50,33,0,0,0,0
Tom McDonald,4,16,6,11.25,1.25,0.5,1.0,25,0,0,50,25,25
Tom Sparrow,8,23,10,16.75,0.5,0.25,0.62,62,50,0,50,0,0
Trent Rivers,8,27,12,20.0,0.12,0.25,0.75,88,50,12,12,0,0
