Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Brandon Starcevich,8,13,5,10.33,0.0,0.0,0.67,0,0,0,0,0,0
Cam Rayner,8,15,9,12.0,0.67,0.33,0.67,33,0,0,67,0,0
Charlie Cameron,8,15,12,13.0,4.33,1.0,1.0,33,0,0,100,100,67
Conor McKenna,8,15,14,14.33,0.33,0.33,0.0,33,0,0,33,0,0
Daniel Rich,5,27,13,20.0,0.0,0.0,0.67,67,67,33,0,0,0
Darcy Fort,3,13,9,11.33,0.33,0.67,0.67,0,0,0,33,0,0
Darcy Wilmot,8,15,8,10.33,0.0,0.0,0.0,33,0,0,0,0,0
Dayne Zorko,6,22,17,19.33,0.33,1.0,1.0,100,33,0,33,0,0
Deven Robertson,3,6,1,2.67,0.0,0.0,0.33,0,0,0,0,0,0
Eric Hipwood,8,14,7,9.67,1.67,1.0,1.33,0,0,0,100,67,0
Harris Andrews,8,20,9,14.0,0.0,0.0,0.33,33,33,0,0,0,0
Harry Sharp,1,13,13,13.0,1.0,0.0,1.0,0,0,0,100,0,0
Hugh McCluggage,8,27,21,23.0,0.0,0.67,1.33,100,100,33,0,0,0
Jack Gunston,7,15,7,11.33,1.67,1.33,0.0,33,0,0,100,67,0
Jack Payne,8,14,11,12.67,0.0,0.0,0.67,0,0,0,0,0,0
James Tunstill,1,7,7,7.0,0.0,0.0,0.0,0,0,0,0,0,0
Jarrod Berry,8,29,12,19.0,0.0,0.0,0.0,67,33,33,0,0,0
Jarryd Lyons,3,7,2,5.33,0.0,0.0,0.67,0,0,0,0,0,0
Jaxon Prior,2,12,2,7.0,0.5,0.0,0.5,0,0,0,50,0,0
Joe Daniher,8,16,14,15.0,2.0,1.0,0.33,67,0,0,100,67,33
Josh Dunkley,8,33,21,27.33,0.0,0.33,2.67,100,100,67,0,0,0
Keidean Coleman,7,16,14,14.67,0.0,0.0,1.0,33,0,0,0,0,0
Lachie Neale,8,35,20,25.0,0.0,0.67,1.0,100,100,33,0,0,0
Lincoln McCarthy,8,11,8,9.33,1.67,0.0,0.33,0,0,0,100,33,33
Noah Answerth,3,16,5,9.33,0.0,0.0,1.0,33,0,0,0,0,0
Oscar McInerney,8,16,11,13.33,0.0,0.33,2.0,33,0,0,0,0,0
Ryan Lester,2,13,9,11.0,0.0,0.5,1.5,0,0,0,0,0,0
Will Ashcroft,8,28,13,20.0,1.0,0.33,1.0,67,33,33,67,33,0
Zac Bailey,8,19,12,16.0,2.33,0.67,0.33,67,0,0,100,67,33
