Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Ash Johnson,6,12,4,8.2,1.2,0.8,0.6,0,0,0,100,20,0
Beau McCreery,8,15,2,11.0,0.6,0.4,0.2,20,0,0,40,20,0
Billy Frampton,7,15,8,10.6,0.6,0.4,0.4,20,0,0,60,0,0
Brayden Maynard,8,25,13,19.6,0.0,0.2,0.4,80,60,20,0,0,0
Brody Mihocek,8,17,6,10.6,2.6,0.6,0.2,20,0,0,80,80,60
Daniel McStay,5,16,1,8.6,0.6,0.6,0.8,20,0,0,60,0,0
Darcy Cameron,3,18,10,13.0,0.0,0.67,2.33,33,0,0,0,0,0
Darcy Moore,8,23,13,18.2,0.0,0.2,1.4,80,40,0,0,0,0
Isaac Quaynor,8,22,11,16.2,0.0,0.0,0.8,60,40,0,0,0,0
Jack Crisp,8,26,15,20.4,0.2,0.4,0.6,100,60,20,20,0,0
Jack Ginnivan,4,13,6,10.25,1.0,0.75,0.25,0,0,0,75,25,0
Jeremy Howe,1,8,8,8.0,0.0,0.0,0.0,0,0,0,0,0,0
John Noble,8,24,19,21.8,0.2,0.2,2.2,100,80,0,20,0,0
Jordan De Goey,7,35,17,25.0,0.8,1.0,1.0,100,80,40,60,20,0
Josh Carmichael,1,2,2,2.0,0.0,0.0,0.0,0,0,0,0,0,0
Josh Daicos,8,31,23,27.4,0.2,0.8,1.2,100,100,60,20,0,0
Mason Cox,3,12,6,8.33,1.0,0.33,2.0,0,0,0,67,33,0
Nathan Kreuger,2,5,2,3.5,0.0,0.0,0.0,0,0,0,0,0,0
Nathan Murphy,7,14,9,10.8,0.0,0.0,1.8,0,0,0,0,0,0
Nick Daicos,8,42,25,34.4,0.8,0.6,0.8,100,100,100,40,40,0
Reef McInnes,3,4,1,2.33,1.0,0.33,0.33,0,0,0,67,33,0
Scott Pendlebury,7,31,21,25.0,0.4,0.0,1.0,100,100,40,40,0,0
Steele Sidebottom,8,30,12,22.4,0.2,0.4,0.6,80,80,40,20,0,0
Taylor Adams,7,22,16,18.6,0.2,0.6,1.2,100,40,0,20,0,0
Tom Mitchell,8,29,20,24.4,0.2,0.0,2.0,100,100,40,20,0,0
Tom Wilson,1,5,5,5.0,0.0,0.0,0.0,0,0,0,0,0,0
Trey Ruscoe,1,11,11,11.0,0.0,0.0,1.0,0,0,0,0,0,0
Will Hoskin Elliott,8,17,9,12.6,0.4,0.0,0.2,40,0,0,40,0,0
Will Kelly,2,8,5,6.5,0.0,0.0,0.0,0,0,0,0,0,0
