Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Aaron Cadman,4,5,3,4.0,0.67,0.0,0.33,0,0,0,67,0,0
Adam Kennedy,5,6,3,5.0,0.0,0.0,0.33,0,0,0,0,0,0
Brent Daniels,7,20,13,16.67,1.67,0.67,0.67,67,33,0,67,33,33
Callan Ward,7,17,9,12.33,1.0,0.67,0.67,33,0,0,67,33,0
Connor Idun,8,28,12,19.33,0.0,0.0,0.33,67,33,33,0,0,0
Conor Stone,3,5,2,3.67,0.0,0.0,0.33,0,0,0,0,0,0
Cooper Hamilton,4,16,10,12.67,0.0,0.33,0.33,33,0,0,0,0,0
Daniel Lloyd,6,13,10,11.67,0.67,1.0,0.67,0,0,0,67,0,0
Finn Callaghan,8,26,19,23.0,0.0,0.0,0.33,100,67,33,0,0,0
Harry Himmelberg,8,20,15,17.33,1.0,1.0,1.67,100,33,0,100,0,0
Harry Perryman,4,24,18,21.0,1.0,0.33,0.67,100,67,0,33,33,33
Harry Rowston,6,7,6,6.33,0.0,0.33,0.0,0,0,0,0,0,0
Isaac Cumming,8,17,16,16.67,0.0,0.0,0.33,100,0,0,0,0,0
Jack Buckley,8,20,16,17.67,0.0,0.0,0.67,100,33,0,0,0,0
Jacob Wehr,2,12,3,7.5,0.0,0.0,0.5,0,0,0,0,0,0
Jake Riccardi,4,12,9,10.67,0.67,1.0,0.0,0,0,0,33,33,0
James Peatling,7,16,7,12.33,0.0,0.33,0.33,33,0,0,0,0,0
Jesse Hogan,8,17,9,12.0,2.0,1.0,0.33,33,0,0,100,100,0
Josh Kelly,7,41,27,34.0,0.0,0.67,0.33,100,100,100,0,0,0
Lachie Whitfield,7,31,23,25.67,0.0,0.0,0.33,100,100,33,0,0,0
Lachie Ash,8,28,20,24.0,0.0,0.0,0.0,100,100,33,0,0,0
Matt Flynn,8,16,8,11.67,0.0,0.33,1.33,33,0,0,0,0,0
Nick Haynes,8,29,18,24.67,0.0,0.0,0.0,100,67,67,0,0,0
Ryan Angwin,3,20,10,13.33,0.0,0.0,0.33,33,33,0,0,0,0
Sam Taylor,6,20,7,14.0,0.0,0.0,1.0,67,33,0,0,0,0
Stephen Coniglio,8,38,26,30.67,0.67,0.67,1.33,100,100,100,33,33,0
Toby Bedford,2,12,10,11.0,0.5,0.0,0.5,0,0,0,50,0,0
Toby Greene,7,24,22,22.67,3.0,1.0,1.33,100,100,0,100,100,67
Tom Green,7,38,31,33.67,1.0,0.33,0.67,100,100,100,33,33,33
