Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Alex Witherden,7,23,7,16.8,0.2,0.0,0.8,80,40,0,20,0,0
Andrew Gaff,8,32,14,21.0,0.0,0.2,1.0,80,40,20,0,0,0
Bailey J. Williams,8,21,12,15.2,0.2,0.0,1.8,40,20,0,20,0,0
Brady Hough,2,11,7,9.0,0.0,0.0,1.0,0,0,0,0,0,0
Callum Jamieson,1,3,3,3.0,0.0,0.0,0.0,0,0,0,0,0,0
Campbell Chesser,3,12,5,7.67,0.0,0.67,0.33,0,0,0,0,0,0
Connor West,5,14,4,11.2,0.4,0.6,0.8,0,0,0,40,0,0
Dom Sheed,4,29,22,25.5,0.25,0.25,1.0,100,100,75,25,0,0
Elijah Hewett,3,14,3,8.33,0.0,0.67,0.0,0,0,0,0,0,0
Elliot Yeo,2,12,12,12.0,0.0,0.0,1.0,0,0,0,0,0,0
Greg Clark,5,19,12,15.4,0.0,0.4,0.4,60,0,0,0,0,0
Jack Darling,8,12,4,8.4,1.0,1.0,0.4,0,0,0,60,40,0
Jack Petruccelle,5,14,1,9.6,0.6,0.2,0.8,0,0,0,60,0,0
Jai Culley,5,14,1,8.4,1.0,0.4,0.6,0,0,0,40,20,20
Jake Waterman,7,23,10,15.8,1.0,1.0,1.2,40,40,0,40,20,20
Jamaine Jones,8,30,15,22.8,0.0,0.2,1.2,100,80,40,0,0,0
Jamie Cripps,3,17,6,11.67,1.33,1.67,0.33,33,0,0,67,33,33
Jayden Hunt,8,23,17,19.6,0.2,0.6,0.6,100,40,0,20,0,0
Jeremy McGovern,3,22,10,17.67,0.0,0.0,1.0,67,67,0,0,0,0
Josh Rotham,5,13,2,7.4,0.0,0.0,0.2,0,0,0,0,0,0
Liam Duggan,8,27,19,22.4,0.0,0.0,0.8,100,80,20,0,0,0
Liam Ryan,3,17,9,13.0,1.33,0.33,1.33,33,0,0,67,33,33
Luke Edwards,5,17,10,13.8,0.0,0.0,1.4,60,0,0,0,0,0
Luke Foley,3,15,9,11.67,0.0,0.0,0.33,33,0,0,0,0,0
Luke Shuey,4,27,9,18.25,0.25,0.5,2.25,75,50,25,25,0,0
Noah Long,5,18,7,11.8,0.4,0.4,0.4,20,0,0,40,0,0
Oscar Allen,8,15,9,12.2,3.0,0.8,1.8,20,0,0,100,100,60
Reuben Ginbey,8,16,9,12.2,0.2,0.0,0.8,20,0,0,20,0,0
Rhett Bazzo,2,6,3,4.5,0.0,0.0,0.5,0,0,0,0,0,0
Sam Petrevski Seton,6,22,4,11.2,0.4,0.0,0.8,20,20,0,40,0,0
Shannon Hurn,6,27,12,20.2,0.0,0.0,0.2,80,60,20,0,0,0
Tim Kelly,8,36,22,29.6,0.4,0.0,1.4,100,100,80,20,20,0
Tom Barrass,8,17,4,11.6,0.0,0.0,0.6,40,0,0,0,0,0
Tom Cole,4,20,11,16.0,0.0,0.0,0.25,50,25,0,0,0,0
Zane Trew,2,9,9,9.0,0.0,0.0,0.0,0,0,0,0,0,0
