Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Brad Close,8,17,11,14.8,1.8,0.4,1.2,80,0,0,80,60,20
Brandan Parfitt,2,13,5,9.0,0.0,0.0,0.5,0,0,0,0,0,0
Cameron Guthrie,6,28,20,23.8,0.0,0.0,0.6,100,100,40,0,0,0
Cooper Whyte,1,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0
Esava Ratugolea,8,14,5,11.2,0.0,0.0,1.2,0,0,0,0,0,0
Gary Rohan,6,11,5,7.6,1.2,0.8,0.6,0,0,0,100,20,0
Gryan Miers,8,25,12,19.0,0.2,0.2,0.8,80,40,20,20,0,0
Isaac Smith,8,27,19,21.8,0.4,1.0,0.4,100,60,20,40,0,0
Jack Bowes,6,22,3,14.2,0.4,0.4,0.4,40,20,0,40,0,0
Jake Kolodjashnij,5,17,9,14.0,0.0,0.4,0.4,60,0,0,0,0,0
Jed Bews,6,13,2,9.2,0.0,0.0,0.0,0,0,0,0,0,0
Jeremy Cameron,8,22,15,18.4,4.4,1.0,1.6,100,40,0,100,100,100
Jonathon Ceglar,2,14,12,13.0,0.0,0.0,1.0,0,0,0,0,0,0
Mark Blicavs,8,17,9,14.4,0.8,0.0,1.6,80,0,0,60,20,0
Max Holmes,8,26,18,21.8,0.8,0.0,0.8,100,80,20,80,0,0
Mitch Duncan,5,31,14,19.4,0.0,0.2,0.8,80,40,20,0,0,0
Mitchell Knevitt,3,15,3,11.0,0.33,0.0,0.0,67,0,0,33,0,0
Oliver Henry,8,17,9,12.2,1.8,1.8,0.8,40,0,0,100,80,0
Oliver Dempsey,1,6,6,6.0,0.0,1.0,0.0,0,0,0,0,0,0
Patrick Dangerfield,8,31,16,25.0,0.4,0.8,1.4,100,80,60,40,0,0
Rhys Stanley,4,16,9,12.75,0.0,0.0,1.75,50,0,0,0,0,0
Sam De Koning,6,14,7,11.4,0.0,0.0,0.4,0,0,0,0,0,0
Sam Simpson,3,14,9,11.0,2.0,1.0,0.67,0,0,0,100,100,0
Tanner Bruhn,5,17,10,12.6,0.6,0.0,0.2,20,0,0,40,20,0
Tom Stewart,7,26,20,23.4,0.0,0.0,0.8,100,100,20,0,0,0
Tom Atkins,8,17,14,15.8,0.2,0.0,1.6,80,0,0,20,0,0
Tom Hawkins,8,16,8,13.4,4.0,1.0,0.8,40,0,0,100,80,60
Tyson Stengle,5,17,6,10.8,1.0,0.2,0.2,20,0,0,60,40,0
Zach Guthrie,8,19,12,16.0,0.0,0.0,1.0,60,0,0,0,0,0
Zach Tuohy,7,21,11,14.6,0.4,0.4,0.8,40,20,0,40,0,0
