Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Adam Cerra,8,39,30,34.0,1.0,0.0,2.33,100,100,100,100,0,0
Adam Saad,7,25,17,21.67,0.0,0.0,0.33,100,67,33,0,0,0
Alex Cincotta,3,24,17,20.33,0.0,0.33,0.67,100,67,0,0,0,0
Blake Acres,7,36,29,33.0,0.33,0.0,0.67,100,100,100,33,0,0
Brodie Kemp,2,22,14,18.0,0.5,0.0,0.0,50,50,0,50,0,0
Charlie Curnow,8,18,10,14.33,4.33,2.67,1.67,67,0,0,100,67,67
Corey Durdin,7,10,7,8.33,1.33,0.33,0.0,0,0,0,100,33,0
Ed Curnow,8,17,5,12.67,0.33,0.33,0.33,67,0,0,33,0,0
George Hewett,7,32,26,29.0,0.0,0.0,0.67,100,100,100,0,0,0
Harry McKay,8,17,6,12.0,1.33,1.0,0.67,33,0,0,100,33,0
Jack Carroll,1,4,4,4.0,0.0,0.0,0.0,0,0,0,0,0,0
Jack Martin,1,6,6,6.0,0.0,1.0,1.0,0,0,0,0,0,0
Jack Silvagni,8,17,13,14.33,1.67,1.33,1.0,33,0,0,67,67,33
Jacob Weitering,8,22,12,17.0,0.0,0.0,1.33,67,33,0,0,0,0
Jesse Motlop,7,7,5,6.0,1.0,0.0,1.0,0,0,0,67,33,0
Josh Honey,5,10,8,8.67,0.33,0.67,0.0,0,0,0,33,0,0
Lachie Cowan,6,11,9,9.67,0.0,0.0,1.33,0,0,0,0,0,0
Lachie Plowman,1,12,12,12.0,0.0,0.0,2.0,0,0,0,0,0,0
Lewis Young,8,16,11,13.0,0.0,0.0,0.67,33,0,0,0,0,0
Marc Pittonet,7,13,10,11.67,0.0,0.0,1.0,0,0,0,0,0,0
Matthew Owies,3,13,4,9.0,2.0,0.33,1.0,0,0,0,100,67,33
Matthew Kennedy,6,21,7,13.67,0.67,0.0,0.33,33,33,0,67,0,0
Mitch McGovern,7,20,8,14.67,0.0,0.0,1.33,67,33,0,0,0,0
Nic Newman,8,34,19,27.0,0.33,0.33,0.33,100,67,67,33,0,0
Oliver Hollands,8,22,12,18.33,0.67,0.0,1.0,67,67,0,67,0,0
Patrick Cripps,8,34,17,28.0,0.33,0.67,3.0,100,67,67,33,0,0
Sam Docherty,6,29,19,24.0,0.33,0.0,1.0,100,67,33,33,0,0
Sam Walsh,4,38,28,32.0,0.0,0.33,0.33,100,100,100,0,0,0
Tom De Koning,5,12,9,10.67,0.33,0.33,0.67,0,0,0,33,0,0
Zac Fisher,7,22,14,19.0,0.0,1.33,0.0,67,67,0,0,0,0
