Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Aaron Naughton,8,15,10,12.0,2.8,1.4,1.0,20,0,0,100,80,80
Adam Treloar,7,35,23,28.4,0.4,0.2,0.6,100,100,60,20,20,0
Alex Keath,7,21,2,12.0,0.0,0.0,0.4,40,20,0,0,0,0
Anthony Scott,8,13,8,11.2,0.6,0.2,0.8,0,0,0,60,0,0
Arthur Jones,6,12,5,9.4,0.6,0.4,1.0,0,0,0,40,20,0
Bailey Dale,8,30,15,20.2,0.0,0.0,0.4,100,40,40,0,0,0
Bailey Smith,6,32,19,25.4,0.0,0.2,0.4,100,80,40,0,0,0
Bailey Williams,8,24,11,18.0,0.8,0.0,0.6,80,40,0,40,20,20
Caleb Daniel,8,27,19,22.4,0.6,0.6,0.8,100,80,20,60,0,0
Cody Weightman,4,11,3,7.25,1.5,1.25,0.75,0,0,0,75,25,25
Ed Richards,8,22,16,19.4,0.0,0.0,0.4,100,40,0,0,0,0
Hayden Crozier,3,22,5,12.33,0.0,0.33,1.33,33,33,0,0,0,0
Jack Macrae,8,29,21,25.8,0.2,0.0,1.0,100,100,60,20,0,0
Jamarra Ugle Hagan,8,16,9,11.2,0.6,1.4,1.4,20,0,0,40,20,0
Jason Johannisen,7,28,18,22.6,0.4,0.0,0.6,100,80,20,40,0,0
Josh Bruce,5,17,8,12.8,0.0,0.0,0.8,20,0,0,0,0,0
Lachlan McNeil,3,10,3,5.67,0.33,0.67,0.67,0,0,0,33,0,0
Liam Jones,8,15,7,10.4,0.0,0.0,0.2,20,0,0,0,0,0
Marcus Bontempelli,8,32,19,26.0,0.8,0.6,1.4,100,80,60,60,20,0
Mitch Hannan,3,8,5,6.33,0.67,0.67,1.0,0,0,0,67,0,0
Oskar Baker,8,20,11,16.2,0.0,0.2,0.2,80,40,0,0,0,0
Rhylee West,1,4,4,4.0,0.0,0.0,0.0,0,0,0,0,0,0
Riley Garcia,2,12,10,11.0,0.5,0.0,0.5,0,0,0,50,0,0
Robbie McComb,3,8,2,4.33,0.33,0.0,0.33,0,0,0,33,0,0
Rory Lobb,7,14,7,10.0,1.2,1.2,1.6,0,0,0,80,40,0
Ryan Gardner,1,12,12,12.0,0.0,0.0,0.0,0,0,0,0,0,0
Sam Darcy,2,6,2,4.0,0.0,0.5,0.0,0,0,0,0,0,0
Taylor Duryea,6,19,8,12.2,0.0,0.0,0.8,20,0,0,0,0,0
Tom Liberatore,7,29,23,26.6,0.8,0.4,0.8,100,100,80,60,20,0
Tim English,8,23,11,19.4,1.0,0.2,1.4,80,80,0,80,20,0
