Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Aliir Aliir,8,11,9,10.33,0.0,0.0,0.67,0,0,0,0,0,0
Brynn Teakle,3,14,7,9.67,0.0,0.33,0.33,0,0,0,0,0,0
Charlie Dixon,7,15,9,12.33,1.33,1.0,0.67,33,0,0,67,67,0
Connor Rozee,8,29,19,25.67,1.0,0.33,1.33,100,67,67,67,33,0
Dan Houston,8,25,22,23.0,0.33,0.33,1.0,100,100,33,33,0,0
Darcy Byrne Jones,8,16,14,15.33,1.33,0.67,1.0,67,0,0,67,67,0
Dylan Williams,5,24,9,16.67,0.0,0.0,1.0,67,33,0,0,0,0
Francis Evans,2,5,2,3.5,0.0,0.0,0.0,0,0,0,0,0,0
Jackson Mead,2,9,8,8.5,0.0,0.5,0.0,0,0,0,0,0,0
Jase Burgoyne,2,8,5,6.5,0.0,0.0,0.0,0,0,0,0,0,0
Jason Horne Francis,8,25,13,19.33,0.0,0.33,2.0,67,67,33,0,0,0
Jed McEntee,5,11,7,9.0,0.67,0.0,0.67,0,0,0,67,0,0
Jeremy Finlayson,6,17,14,15.67,2.67,2.0,1.0,67,0,0,100,67,33
Kane Farrell,6,18,9,13.67,0.0,0.67,0.33,33,0,0,0,0,0
Lachie Jones,3,12,5,9.33,1.33,0.0,0.0,0,0,0,67,33,33
Miles Bergman,8,21,11,15.67,0.0,0.33,0.33,67,33,0,0,0,0
Mitch Georgiades,2,14,13,13.5,1.0,2.5,1.0,0,0,0,100,0,0
Ollie Wines,8,26,21,24.0,0.0,0.0,0.33,100,100,67,0,0,0
Ollie Lord,2,10,5,7.5,0.5,0.5,1.0,0,0,0,50,0,0
Orazio Fantasia,3,9,5,7.67,0.67,1.67,0.67,0,0,0,67,0,0
Riley Bonner,3,20,6,13.67,0.0,1.0,0.0,67,33,0,0,0,0
Ryan Burton,6,20,14,17.33,0.67,0.33,0.67,67,33,0,33,33,0
Sam Powell Pepper,8,17,7,12.0,1.33,1.67,0.0,33,0,0,100,33,0
Scott Lycett,5,14,2,9.33,0.0,0.0,2.0,0,0,0,0,0,0
Tom Jonas,6,9,2,6.67,0.0,0.0,0.67,0,0,0,0,0,0
Todd Marshall,7,13,2,8.33,1.0,0.67,0.0,0,0,0,67,33,0
Tom Clurey,1,3,3,3.0,0.0,0.0,0.0,0,0,0,0,0,0
Travis Boak,7,30,20,23.67,0.67,1.0,0.33,100,100,33,67,0,0
Trent McKenzie,6,16,6,11.33,0.0,0.0,0.0,33,0,0,0,0,0
Willem Drew,8,25,15,20.67,0.33,0.33,1.0,100,67,33,33,0,0
Willie Rioli,8,14,8,10.67,2.0,2.0,0.67,0,0,0,100,100,0
Xavier Duursma,7,19,5,11.67,0.67,0.0,2.0,33,0,0,67,0,0
Zak Butters,8,28,25,26.67,0.0,0.33,1.67,100,100,100,0,0,0
