Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Aaron Hall,2,30,22,26.0,0.0,0.0,0.5,100,100,50,0,0,0
Aidan Corr,7,18,6,13.67,0.0,0.0,0.33,67,0,0,0,0,0
Aiden Bonar,2,15,9,12.0,0.0,0.0,0.0,50,0,0,0,0,0
Bailey Scott,8,18,11,15.0,0.0,0.33,0.0,67,0,0,0,0,0
Ben Cunnington,8,27,7,20.33,0.33,0.0,0.67,67,67,67,33,0,0
Ben McKay,4,15,9,11.33,0.0,0.0,0.33,33,0,0,0,0,0
Blake Drury,1,13,13,13.0,0.0,1.0,2.0,0,0,0,0,0,0
Callum Coleman Jones,1,3,3,3.0,0.0,0.0,1.0,0,0,0,0,0,0
Cameron Zurhaar,8,20,15,16.67,1.33,2.0,1.67,100,33,0,67,33,33
Charlie Comben,7,10,1,6.67,0.67,1.67,0.67,0,0,0,33,33,0
Charlie Lazzaro,1,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0
Curtis Taylor,8,17,11,14.33,0.33,0.67,1.33,67,0,0,33,0,0
Daniel Howe,6,23,9,15.0,0.0,0.0,0.33,33,33,0,0,0,0
Darcy Tucker,6,18,17,17.33,0.33,0.67,1.33,100,0,0,33,0,0
Flynn Perez,1,16,16,16.0,0.0,0.0,1.0,100,0,0,0,0,0
Griffin Logue,7,17,9,12.33,0.0,0.33,0.67,33,0,0,0,0,0
Harry Sheezel,8,30,11,23.67,0.0,0.0,0.67,67,67,67,0,0,0
Hugh Greenwood,5,11,10,10.33,0.0,0.33,0.33,0,0,0,0,0,0
Jack Mahony,1,16,16,16.0,0.0,0.0,0.0,100,0,0,0,0,0
Jack Ziebell,8,36,20,26.33,0.0,0.0,2.33,100,100,33,0,0,0
Jaidyn Stephenson,8,12,10,11.33,1.0,0.67,0.33,0,0,0,67,33,0
Josh Goater,3,15,9,13.0,0.0,0.33,0.67,67,0,0,0,0,0
Jy Simpkin,6,24,12,16.67,0.0,0.0,0.33,33,33,0,0,0,0
Kayne Turner,7,10,5,6.67,0.0,0.33,0.0,0,0,0,0,0,0
Liam Shiels,8,28,3,19.33,0.67,0.0,0.67,67,67,67,67,0,0
Luke Davies Uniacke,6,25,20,22.67,0.0,0.33,0.67,100,100,33,0,0,0
Luke McDonald,8,24,16,19.67,0.0,0.0,0.67,100,33,0,0,0,0
Miller Bergman,4,16,10,13.33,0.0,0.0,0.67,33,0,0,0,0,0
Nick Larkey,8,9,4,6.67,2.0,1.0,0.67,0,0,0,100,67,33
Paul Curtis,7,10,5,7.67,0.0,1.0,0.33,0,0,0,0,0,0
Todd Goldstein,7,16,11,13.67,0.0,0.33,2.33,33,0,0,0,0,0
Tom Powell,7,21,12,16.0,0.33,0.0,0.0,67,33,0,33,0,0
Tristan Xerri,1,5,5,5.0,0.0,0.0,0.0,0,0,0,0,0,0
Will Phillips,5,19,8,14.67,0.67,0.0,0.67,67,0,0,67,0,0
