Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Aaron Francis,3,7,7,7.0,0.0,1.0,0.33,0,0,0,0,0,0
Angus Sheldrick,1,3,3,3.0,0.0,0.0,0.0,0,0,0,0,0,0
Braeden Campbell,8,20,12,16.0,0.2,0.0,0.8,60,20,0,20,0,0
Callum Mills,8,31,14,22.0,0.2,0.0,0.4,80,80,20,20,0,0
Chad Warner,8,30,19,26.4,0.8,0.8,0.4,100,80,80,60,20,0
Corey Warner,1,8,8,8.0,1.0,0.0,0.0,0,0,0,100,0,0
Dane Rampe,4,25,15,19.0,0.0,0.0,0.25,100,25,25,0,0,0
Dylan Stephens,7,18,7,12.8,0.4,0.0,1.2,20,0,0,40,0,0
Errol Gulden,8,37,16,25.0,0.2,1.0,2.6,100,80,60,20,0,0
Harry Cunningham,8,16,3,10.4,0.0,0.0,0.8,20,0,0,0,0,0
Hayden McLean,6,19,6,11.2,0.4,0.4,0.2,20,0,0,40,0,0
Isaac Heeney,8,20,14,16.8,0.8,0.8,0.8,80,20,0,60,20,0
Jake Lloyd,8,25,19,23.4,0.0,0.2,0.4,100,80,40,0,0,0
James Rowbottom,8,19,12,15.6,0.2,0.2,1.6,60,0,0,20,0,0
Joel Amartey,4,16,4,9.0,1.5,1.5,1.0,25,0,0,50,50,25
Justin McInerney,7,23,8,14.0,0.4,0.0,0.0,20,20,0,40,0,0
Lance Franklin,5,13,8,10.0,1.4,1.4,1.6,0,0,0,60,60,20
Logan McDonald,8,12,5,9.0,1.4,0.4,0.8,0,0,0,80,40,20
Luke Parker,8,34,15,25.0,0.2,0.4,1.6,100,80,40,20,0,0
Marc Sheather,2,4,2,3.0,0.5,0.0,0.0,0,0,0,50,0,0
Matt Roberts,5,14,3,6.4,0.0,0.2,0.4,0,0,0,0,0,0
Nick Blakey,8,30,12,20.8,0.2,0.0,1.0,80,40,20,20,0,0
Oliver Florent,8,33,10,20.4,0.2,0.0,0.2,60,40,40,20,0,0
Peter Ladhams,8,24,11,16.4,0.4,0.2,1.6,60,20,0,40,0,0
Robbie Fox,4,24,16,18.5,0.0,0.0,1.0,100,25,0,0,0,0
Ryan Clarke,3,14,11,12.0,0.67,0.33,0.33,0,0,0,67,0,0
Tom McCartin,6,14,5,10.8,0.0,0.0,0.2,0,0,0,0,0,0
Tom Papley,8,25,9,13.8,2.0,2.0,1.8,20,20,20,100,20,20
Will Gould,2,9,3,6.0,0.0,0.0,0.5,0,0,0,0,0,0
Will Hayward,8,16,8,11.2,1.2,0.8,0.2,20,0,0,60,40,20
