Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Alex Pearce,8,11,7,9.0,0.0,0.0,0.8,0,0,0,0,0,0
Andrew Brayshaw,8,34,18,27.2,1.0,0.0,1.4,100,80,60,60,40,0
Bailey Banfield,7,16,8,12.6,1.0,0.8,0.6,20,0,0,60,40,0
Brandon Walker,5,16,8,12.6,0.0,0.0,0.6,20,0,0,0,0,0
Brennan Cox,8,23,14,16.6,0.0,0.0,0.0,40,20,0,0,0,0
Caleb Serong,8,37,24,30.2,0.0,0.4,2.6,100,100,80,0,0,0
Corey Wagner,2,18,12,15.0,0.0,0.0,0.0,50,0,0,0,0,0
Ethan Hughes,8,19,10,14.4,0.2,0.0,0.8,60,0,0,20,0,0
Hayden Young,8,33,17,23.4,0.0,0.2,0.6,100,60,40,0,0,0
Heath Chapman,3,22,6,15.0,0.0,0.0,0.67,67,33,0,0,0,0
James Aish,8,23,11,17.0,0.0,0.2,0.6,80,20,0,0,0,0
Jordan Clark,8,20,15,17.6,0.2,0.0,1.0,100,40,0,20,0,0
Josh Corbett,1,4,4,4.0,0.0,0.0,0.0,0,0,0,0,0,0
Josh Treacy,2,6,3,4.5,1.0,0.5,1.5,0,0,0,100,0,0
Jye Amiss,7,10,2,7.4,1.8,1.0,0.6,0,0,0,100,40,40
Lachie Schultz,8,20,10,13.6,1.4,1.0,1.4,40,20,0,80,40,20
Liam Henry,4,21,11,15.75,0.25,0.5,0.5,50,25,0,25,0,0
Luke Jackson,8,24,9,14.4,1.4,1.0,1.0,20,20,0,100,40,0
Luke Ryan,8,30,17,22.8,0.0,0.0,0.6,100,60,40,0,0,0
Matt Taberner,4,11,7,9.0,0.75,0.0,0.25,0,0,0,50,25,0
Michael Walters,7,14,9,12.0,1.4,0.8,0.8,0,0,0,80,20,20
Nat Fyfe,2,10,9,9.5,0.5,0.5,0.0,0,0,0,50,0,0
Nathan Wilson,4,21,10,15.25,0.0,0.0,0.5,50,25,0,0,0,0
Neil Erasmus,2,16,4,10.0,0.0,0.0,0.5,50,0,0,0,0,0
Sam Sturt,3,7,6,6.67,0.67,1.0,0.33,0,0,0,33,33,0
Sam Switkowski,7,21,1,11.0,1.0,0.2,1.4,20,20,0,60,40,0
Sean Darcy,8,18,11,15.2,0.2,0.4,1.2,60,0,0,20,0,0
Will Brodie,5,26,16,20.6,0.2,0.2,0.6,100,60,20,20,0,0
