Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Anthony Caminiti,5,13,5,8.8,1.4,0.8,1.0,0,0,0,80,60,0
Ben Paton,8,18,12,14.8,0.0,0.0,1.2,40,0,0,0,0,0
Brad Crouch,8,34,18,26.4,0.4,0.2,0.8,100,80,40,20,20,0
Bradley Hill,8,26,18,21.2,0.4,0.4,0.2,100,60,20,20,20,0
Callum Wilkie,8,28,8,21.2,0.0,0.2,0.6,80,80,20,0,0,0
Cooper Sharman,1,18,18,18.0,1.0,2.0,1.0,100,0,0,100,0,0
Dan Butler,8,16,6,10.6,1.4,0.4,0.8,20,0,0,80,40,20
Dougal Howard,8,18,8,11.8,0.0,0.0,0.2,20,0,0,0,0,0
Hunter Clark,8,27,20,23.6,0.6,0.0,1.4,100,100,40,60,0,0
Jack Bytel,4,15,3,7.0,0.25,0.25,0.5,25,0,0,25,0,0
Jack Higgins,8,22,11,15.4,2.2,1.0,1.6,40,20,0,100,60,20
Jack Sinclair,8,33,23,28.2,0.4,0.2,0.4,100,100,80,40,0,0
Jack Steele,5,29,19,24.8,0.4,0.2,1.2,100,80,60,40,0,0
Jade Gresham,8,21,7,15.2,0.6,0.6,0.4,60,40,0,40,20,0
Jimmy Webster,2,16,14,15.0,0.0,0.0,0.5,50,0,0,0,0,0
Josh Battle,8,24,8,15.0,0.0,0.0,0.6,60,20,0,0,0,0
Marcus Windhager,6,14,4,9.8,0.4,0.6,0.4,0,0,0,40,0,0
Mason Wood,8,24,17,20.8,0.6,0.4,1.6,100,60,0,60,0,0
Mattaes Phillipou,8,19,12,15.0,0.4,0.4,0.6,40,0,0,40,0,0
Mitch Owens,8,27,14,17.6,1.4,1.0,1.8,80,20,20,80,60,0
Nasiah Wanganeen Milera,8,28,15,21.6,0.0,0.0,0.4,100,80,20,0,0,0
Rowan Marshall,8,26,17,22.0,0.2,0.6,1.8,100,80,40,20,0,0
Ryan Byrnes,8,24,17,20.8,0.2,0.4,0.4,100,80,0,20,0,0
Sebastian Ross,7,30,12,23.8,0.2,0.0,0.8,80,80,60,20,0,0
Tim Membrey,3,12,9,11.0,0.67,1.33,0.33,0,0,0,67,0,0
Zaine Cordy,7,9,1,4.8,0.6,0.0,0.0,0,0,0,60,0,0
