Player,Total Games Played,Highest Dis.,Lowest Dis.,Disposals,Goals,Behinds,Frees For,15 Dis. %,20 Dis. %,25 Dis. %,1 Goal %,2 Goals %,3 Goals %
Ben Keays,8,12,12,12.0,0.0,0.0,0.0,0,0,0,0,0,0
Brodie Smith,8,24,19,20.67,0.0,0.0,0.67,100,33,0,0,0,0
Chayce Jones,6,20,9,15.0,0.67,0.67,1.33,67,33,0,33,33,0
Darcy Fogarty,6,11,9,10.0,1.0,0.67,0.67,0,0,0,33,33,33
Harry Schoenberg,4,13,5,7.67,0.0,0.0,0.0,0,0,0,0,0,0
Izak Rankine,8,21,13,16.0,1.33,1.0,1.33,33,33,0,100,33,0
Jake Soligo,8,25,20,23.0,0.0,1.0,1.33,100,100,33,0,0,0
Jordan Dawson,8,30,24,27.67,0.33,0.33,3.0,100,100,67,33,0,0
Jordon Butts,7,11,9,10.0,0.0,0.0,1.0,0,0,0,0,0,0
Josh Rachele,8,21,8,15.67,0.0,2.0,0.67,67,33,0,0,0,0
Lachlan Gollant,2,9,8,8.5,1.0,1.0,2.0,0,0,0,50,50,0
Lachlan Murphy,7,19,12,15.33,0.0,0.0,1.0,67,0,0,0,0,0
Lachlan Sholl,7,23,12,17.67,0.67,0.0,0.67,67,33,0,67,0,0
Luke Pedlar,7,15,8,12.0,1.67,0.67,1.67,33,0,0,100,67,0
Matt Crouch,1,12,12,12.0,0.0,0.0,0.0,0,0,0,0,0,0
Max Michalanney,8,12,6,10.0,0.0,0.0,0.67,0,0,0,0,0,0
Mitchell Hinge,8,18,14,16.67,0.33,0.0,1.0,67,0,0,33,0,0
Nick Murray,8,15,5,9.33,0.0,0.0,0.0,33,0,0,0,0,0
Patrick Parnell,1,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0
Riley Thilthorpe,7,15,5,10.67,0.0,0.67,1.0,33,0,0,0,0,0
Rory Laird,8,29,21,26.33,0.0,0.33,3.33,100,100,67,0,0,0
Rory Sloane,8,30,18,22.0,0.67,0.33,1.0,100,33,33,67,0,0
Sam Berry,3,12,5,9.33,0.0,0.33,1.33,0,0,0,0,0,0
Shane McAdam,1,7,7,7.0,1.0,1.0,0.0,0,0,0,100,0,0
Taylor Walker,8,20,7,11.33,2.67,0.67,1.0,33,33,0,100,67,67
Tom Doedee,8,24,12,17.67,0.0,0.0,0.67,67,33,0,0,0,0
Wayne Milera,7,18,11,14.0,0.0,0.0,0.33,33,0,0,0,0,0
